"group_code","groep_titel","soort_id","euring_code","soort_naam","classification","binary_membership","membership_weight","analysis_mode","msi_variant"
"fg_v1_holenbroed","Holenbroeders",64,3040,"Torenvalk","primary",1,1,"binair","robuust"
"fg_v1_holenbroed","Holenbroeders",36,1860,"Wilde Eend","primary",1,1,"binair","robuust"
"fg_v1_holenbroed","Holenbroeders",162,10201,"Witte Kwikstaart","primary",1,1,"binair","robuust"
"fg_v1_holenbroed","Holenbroeders",212,14610,"Zwarte Mees","primary",1,1,"binair","robuust"
"fg_v1_holenbroed","Holenbroeders",169,11210,"Zwarte Roodstaart","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",152,9920,"Boerenzwaluw","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",205,13490,"Bonte Vliegenvanger","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",155,10090,"Boompieper","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",66,3100,"Boomvalk","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",187,12500,"Bosrietzanger","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",192,12740,"Braamsluiper","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",200,13120,"Fitis","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",170,11220,"Gekraagde Roodstaart","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",158,10171,"Gele Kwikstaart","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",193,12750,"Grasmus","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",219,15150,"Grauwe Klauwier","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",203,13350,"Grauwe Vliegenvanger","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",188,12510,"Kleine Karekiet","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",84,4690,"Kleine Plevier","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",127,7240,"Koekoek","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",167,11040,"Nachtegaal","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",151,9810,"Oeverzwaluw","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",171,11370,"Paapje","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",186,12430,"Rietzanger","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",40,1940,"Slobeend","secondary",1,0.5,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",190,12590,"Spotvogel","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",182,12360,"Sprinkhaanrietzanger","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",125,6870,"Tortelduif","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",194,12760,"Tuinfluiter","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",98,5460,"Tureluur","secondary",1,0.5,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",218,15080,"Wielewaal","primary",1,1,"binair","robuust"
"fg_v1_lange_trek","Langeafstandstrekkers",39,1910,"Zomertaling","primary",1,1,"binair","robuust"
"fg_v1_lucht","Luchtfoerageerders",152,9920,"Boerenzwaluw","primary",1,1,"binair","robuust"
"fg_v1_lucht","Luchtfoerageerders",205,13490,"Bonte Vliegenvanger","primary",1,1,"binair","robuust"
"fg_v1_lucht","Luchtfoerageerders",66,3100,"Boomvalk","primary",1,1,"binair","robuust"
"fg_v1_lucht","Luchtfoerageerders",219,15150,"Grauwe Klauwier","secondary",1,0.5,"binair","robuust"
"fg_v1_lucht","Luchtfoerageerders",203,13350,"Grauwe Vliegenvanger","primary",1,1,"binair","robuust"
"fg_v1_lucht","Luchtfoerageerders",151,9810,"Oeverzwaluw","primary",1,1,"binair","robuust"
"fg_v1_lucht","Luchtfoerageerders",169,11210,"Zwarte Roodstaart","secondary",1,0.5,"binair","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",240,16630,"Barmsijs","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",29,1730,"Bergeend","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",148,9740,"Boomleeuwerik","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",155,10090,"Boompieper","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",223,15490,"Ekster","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",200,13120,"Fitis","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",170,11220,"Gekraagde Roodstaart","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",158,10171,"Gele Kwikstaart","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",156,10110,"Graspieper","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",219,15150,"Grauwe Klauwier","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",142,8560,"Groene Specht","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",144,8760,"Grote Bonte Specht","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",179,12020,"Grote Lijster","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",165,10840,"Heggenmus","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",122,6680,"Holenduif","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",94,5290,"Houtsnip","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",231,15910,"Huismus","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",224,15600,"Kauw","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",88,4930,"Kievit","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",84,4690,"Kleine Plevier","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",239,16600,"Kneu","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",44,2030,"Kuifeend","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",175,11870,"Merel","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",167,11040,"Nachtegaal","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",171,11370,"Paapje","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",251,18770,"Rietgors","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",166,10990,"Roodborst","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",172,11390,"Roodborsttapuit","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",80,4500,"Scholekster","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",190,12590,"Spotvogel","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",182,12360,"Sprinkhaanrietzanger","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",207,14370,"Staartmees","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",173,11460,"Tapuit","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",198,13110,"Tjiftjaf","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",64,3040,"Torenvalk","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",125,6870,"Tortelduif","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",194,12760,"Tuinfluiter","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",150,9760,"Veldleeuwerik","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",233,16360,"Vink","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",162,10201,"Witte Kwikstaart","primary",1,1,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",97,5410,"Wulp","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",177,12000,"Zanglijster","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",195,12770,"Zwartkop","secondary",1,0.5,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",29,1730,"Bergeend","secondary",1,0.5,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",148,9740,"Boomleeuwerik","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",155,10090,"Boompieper","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",1,70,"Dodaars","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",200,13120,"Fitis","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",2,90,"Fuut","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",170,11220,"Gekraagde Roodstaart","secondary",1,0.5,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",158,10171,"Gele Kwikstaart","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",4,120,"Geoorde Fuut","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",156,10110,"Graspieper","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",94,5290,"Houtsnip","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",88,4930,"Kievit","secondary",1,0.5,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",107,5910,"Kleine Mantelmeeuw","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",84,4690,"Kleine Plevier","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",17,1520,"Knobbelzwaan","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",34,1820,"Krakeend","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",44,2030,"Kuifeend","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",78,4290,"Meerkoet","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",175,11870,"Merel","secondary",1,0.5,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",167,11040,"Nachtegaal","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",171,11370,"Paapje","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",132,7670,"Ransuil","secondary",1,0.5,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",251,18770,"Rietgors","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",186,12430,"Rietzanger","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",166,10990,"Roodborst","secondary",1,0.5,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",172,11390,"Roodborsttapuit","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",80,4500,"Scholekster","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",40,1940,"Slobeend","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",182,12360,"Sprinkhaanrietzanger","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",42,1980,"Tafeleend","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",198,13110,"Tjiftjaf","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",98,5460,"Tureluur","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",150,9760,"Veldleeuwerik","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",77,4240,"Waterhoen","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",36,1860,"Wilde Eend","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",35,1840,"Wintertaling","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",97,5410,"Wulp","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",108,5920,"Zilvermeeuw","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",39,1910,"Zomertaling","primary",1,1,"gewogen","volledig"
"fg_v1_grondbroed","Grondbroeders",212,14610,"Zwarte Mees","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",29,1730,"Bergeend","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",205,13490,"Bonte Vliegenvanger","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",215,14790,"Boomklever","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",217,14870,"Boomkruiper","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",131,7610,"Bosuil","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",170,11220,"Gekraagde Roodstaart","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",208,14400,"Glanskop","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",203,13350,"Grauwe Vliegenvanger","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",142,8560,"Groene Specht","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",144,8760,"Grote Bonte Specht","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",122,6680,"Holenduif","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",231,15910,"Huismus","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",224,15600,"Kauw","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",146,8870,"Kleine Bonte Specht","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",214,14640,"Koolmees","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",210,14540,"Kuifmees","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",209,14420,"Matkop","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",27,1700,"Nijlgans","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",151,9810,"Oeverzwaluw","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",213,14620,"Pimpelmees","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",232,15980,"Ringmus","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",229,15820,"Spreeuw","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",173,11460,"Tapuit","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",64,3040,"Torenvalk","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",36,1860,"Wilde Eend","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",162,10201,"Witte Kwikstaart","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",212,14610,"Zwarte Mees","primary",1,1,"gewogen","volledig"
"fg_v1_holenbroed","Holenbroeders",169,11210,"Zwarte Roodstaart","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",152,9920,"Boerenzwaluw","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",205,13490,"Bonte Vliegenvanger","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",155,10090,"Boompieper","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",66,3100,"Boomvalk","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",187,12500,"Bosrietzanger","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",192,12740,"Braamsluiper","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",200,13120,"Fitis","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",170,11220,"Gekraagde Roodstaart","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",158,10171,"Gele Kwikstaart","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",193,12750,"Grasmus","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",219,15150,"Grauwe Klauwier","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",203,13350,"Grauwe Vliegenvanger","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",188,12510,"Kleine Karekiet","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",84,4690,"Kleine Plevier","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",127,7240,"Koekoek","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",167,11040,"Nachtegaal","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",151,9810,"Oeverzwaluw","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",171,11370,"Paapje","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",186,12430,"Rietzanger","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",40,1940,"Slobeend","secondary",1,0.5,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",190,12590,"Spotvogel","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",182,12360,"Sprinkhaanrietzanger","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",125,6870,"Tortelduif","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",194,12760,"Tuinfluiter","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",98,5460,"Tureluur","secondary",1,0.5,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",218,15080,"Wielewaal","primary",1,1,"gewogen","volledig"
"fg_v1_lange_trek","Langeafstandstrekkers",39,1910,"Zomertaling","primary",1,1,"gewogen","volledig"
"fg_v1_lucht","Luchtfoerageerders",152,9920,"Boerenzwaluw","primary",1,1,"gewogen","volledig"
"fg_v1_lucht","Luchtfoerageerders",205,13490,"Bonte Vliegenvanger","primary",1,1,"gewogen","volledig"
"fg_v1_lucht","Luchtfoerageerders",66,3100,"Boomvalk","primary",1,1,"gewogen","volledig"
"fg_v1_lucht","Luchtfoerageerders",219,15150,"Grauwe Klauwier","secondary",1,0.5,"gewogen","volledig"
"fg_v1_lucht","Luchtfoerageerders",203,13350,"Grauwe Vliegenvanger","primary",1,1,"gewogen","volledig"
"fg_v1_lucht","Luchtfoerageerders",151,9810,"Oeverzwaluw","primary",1,1,"gewogen","volledig"
"fg_v1_lucht","Luchtfoerageerders",169,11210,"Zwarte Roodstaart","secondary",1,0.5,"gewogen","volledig"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",240,16630,"Barmsijs","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",29,1730,"Bergeend","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",148,9740,"Boomleeuwerik","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",155,10090,"Boompieper","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",223,15490,"Ekster","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",200,13120,"Fitis","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",170,11220,"Gekraagde Roodstaart","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",158,10171,"Gele Kwikstaart","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",156,10110,"Graspieper","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",219,15150,"Grauwe Klauwier","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",142,8560,"Groene Specht","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",144,8760,"Grote Bonte Specht","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",179,12020,"Grote Lijster","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",165,10840,"Heggenmus","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",122,6680,"Holenduif","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",94,5290,"Houtsnip","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",231,15910,"Huismus","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",224,15600,"Kauw","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",88,4930,"Kievit","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",84,4690,"Kleine Plevier","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",239,16600,"Kneu","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",44,2030,"Kuifeend","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",175,11870,"Merel","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",167,11040,"Nachtegaal","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",171,11370,"Paapje","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",251,18770,"Rietgors","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",166,10990,"Roodborst","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",172,11390,"Roodborsttapuit","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",80,4500,"Scholekster","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",190,12590,"Spotvogel","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",182,12360,"Sprinkhaanrietzanger","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",207,14370,"Staartmees","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",173,11460,"Tapuit","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",198,13110,"Tjiftjaf","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",64,3040,"Torenvalk","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",125,6870,"Tortelduif","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",194,12760,"Tuinfluiter","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",150,9760,"Veldleeuwerik","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",233,16360,"Vink","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",162,10201,"Witte Kwikstaart","primary",1,1,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",97,5410,"Wulp","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",177,12000,"Zanglijster","secondary",1,0.5,"gewogen","robuust"
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters",195,12770,"Zwartkop","secondary",1,0.5,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",29,1730,"Bergeend","secondary",1,0.5,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",148,9740,"Boomleeuwerik","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",155,10090,"Boompieper","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",1,70,"Dodaars","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",200,13120,"Fitis","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",2,90,"Fuut","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",170,11220,"Gekraagde Roodstaart","secondary",1,0.5,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",158,10171,"Gele Kwikstaart","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",4,120,"Geoorde Fuut","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",156,10110,"Graspieper","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",94,5290,"Houtsnip","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",88,4930,"Kievit","secondary",1,0.5,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",107,5910,"Kleine Mantelmeeuw","primary",1,1,"gewogen","robuust"
"fg_v1_grondbroed","Grondbroeders",84,4690,"Kleine Plevier","primary",1,1,"gewogen","robuust"
